state,district,Year,Month_Name,age_0_5,age_5_17,age_18_greater
Mizoram,Saiha,2025,December,33,13,0
Mizoram,Saitual,2025,September,0,0,1
Mizoram,Saitual,2025,October,1,0,5
Mizoram,Saitual,2025,November,0,2,1
Mizoram,Saitual,2025,December,1,1,0
Chhattisgarh,Sakti,2025,September,135,40,2
Chhattisgarh,Sakti,2025,October,63,13,0
Chhattisgarh,Sakti,2025,November,110,17,0
Chhattisgarh,Sakti,2025,December,65,10,0
Tamil Nadu,Salem,2025,June,335,95,64
Tamil Nadu,Salem,2025,September,2872,457,2
Tamil Nadu,Salem,2025,October,1609,311,17
Tamil Nadu,Salem,2025,November,2012,490,95
Tamil Nadu,Salem,2025,December,1589,255,46
Rajasthan,Salumbar,2025,December,1,0,0
Bihar,Samastipur,2025,July,513,488,13
Bihar,Samastipur,2025,September,3151,2323,31
Bihar,Samastipur,2025,October,2262,1433,42
Bihar,Samastipur,2025,November,2805,1917,31
Bihar,Samastipur,2025,December,2558,1626,14
Jammu and Kashmir,Samba,2025,September,150,12,0
Jammu and Kashmir,Samba,2025,October,110,16,2
Jammu and Kashmir,Samba,2025,November,143,12,7
Jammu and Kashmir,Samba,2025,December,129,7,0
Odisha,Sambalpur,2025,September,840,130,0
Orissa,Sambalpur,2025,September,3,1,0
Odisha,Sambalpur,2025,October,454,55,0
Orissa,Sambalpur,2025,October,9,1,0
Odisha,Sambalpur,2025,November,483,82,1
Orissa,Sambalpur,2025,November,4,2,0
Odisha,Sambalpur,2025,December,457,50,0
Orissa,Sambalpur,2025,December,5,0,0
Uttar Pradesh,Sambhal,2025,July,339,200,11
Uttar Pradesh,Sambhal,2025,September,1571,1476,42
Uttar Pradesh,Sambhal,2025,October,781,539,12
Uttar Pradesh,Sambhal,2025,November,1133,875,25
Uttar Pradesh,Sambhal,2025,December,920,726,27
Bihar,Samstipur,2025,September,12,12,0
Bihar,Samstipur,2025,October,11,5,0
Bihar,Samstipur,2025,November,16,18,0
Bihar,Samstipur,2025,December,2,6,0
Telangana,Sangareddy,2025,September,729,154,3
Telangana,Sangareddy,2025,October,596,150,1
Telangana,Sangareddy,2025,November,595,118,2
Telangana,Sangareddy,2025,December,304,46,5
Maharashtra,Sangli,2025,May,160,45,20
Maharashtra,Sangli,2025,June,240,105,11
Maharashtra,Sangli,2025,July,958,588,48
Maharashtra,Sangli,2025,September,1434,658,21
Maharashtra,Sangli,2025,October,795,134,24
Maharashtra,Sangli,2025,November,1157,189,8
Maharashtra,Sangli,2025,December,953,83,1
Punjab,Sangrur,2025,April,145,11,10
Punjab,Sangrur,2025,September,837,87,0
Punjab,Sangrur,2025,October,339,29,3
Punjab,Sangrur,2025,November,460,52,26
Punjab,Sangrur,2025,December,306,24,0
Uttar Pradesh,Sant Kabir Nagar,2025,September,758,1215,5
Uttar Pradesh,Sant Kabir Nagar,2025,October,657,733,9
Uttar Pradesh,Sant Kabir Nagar,2025,November,793,880,20
Uttar Pradesh,Sant Kabir Nagar,2025,December,581,515,3
Uttar Pradesh,Sant Ravidas Nagar,2025,September,636,1034,1
Uttar Pradesh,Sant Ravidas Nagar,2025,October,411,520,1
Uttar Pradesh,Sant Ravidas Nagar,2025,November,491,600,1
Uttar Pradesh,Sant Ravidas Nagar,2025,December,331,393,1
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025,September,14,18,0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025,October,8,16,0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025,November,10,5,0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025,December,5,8,0
Bihar,Saran,2025,April,143,174,10
Bihar,Saran,2025,June,222,864,25
Bihar,Saran,2025,July,607,1872,52
Bihar,Saran,2025,September,1970,4355,44
Bihar,Saran,2025,October,1566,3234,32
Bihar,Saran,2025,November,1598,3207,27
Bihar,Saran,2025,December,1486,2701,29
Chhattisgarh,Sarangarh-Bilaigarh,2025,September,22,4,3
Chhattisgarh,Sarangarh-Bilaigarh,2025,October,29,3,0
Chhattisgarh,Sarangarh-Bilaigarh,2025,November,41,9,0
Chhattisgarh,Sarangarh-Bilaigarh,2025,December,67,8,0
Maharashtra,Satara,2025,April,192,26,18
Maharashtra,Satara,2025,May,150,32,10
Maharashtra,Satara,2025,June,136,55,10
Maharashtra,Satara,2025,July,327,116,16
Maharashtra,Satara,2025,September,1074,221,26
Maharashtra,Satara,2025,October,797,89,18
Maharashtra,Satara,2025,November,1180,105,33
Maharashtra,Satara,2025,December,1292,73,25
Madhya Pradesh,Satna,2025,April,368,55,14
Madhya Pradesh,Satna,2025,July,488,121,20
Madhya Pradesh,Satna,2025,September,3932,765,5
Madhya Pradesh,Satna,2025,October,2028,397,13
Madhya Pradesh,Satna,2025,November,2537,327,22
Madhya Pradesh,Satna,2025,December,1845,281,58
Rajasthan,Sawai Madhopur,2025,July,593,307,10
Rajasthan,Sawai Madhopur,2025,September,1717,685,9
Rajasthan,Sawai Madhopur,2025,October,612,326,26
Rajasthan,Sawai Madhopur,2025,November,1057,438,41
Rajasthan,Sawai Madhopur,2025,December,596,327,0
Madhya Pradesh,Sehore,2025,July,1151,496,26
Madhya Pradesh,Sehore,2025,September,993,312,4
Madhya Pradesh,Sehore,2025,October,511,107,8
Madhya Pradesh,Sehore,2025,November,943,172,12
Madhya Pradesh,Sehore,2025,December,1557,221,5
Manipur,Senapati,2025,September,252,292,1
Manipur,Senapati,2025,October,207,183,4
Manipur,Senapati,2025,November,207,151,7
Manipur,Senapati,2025,December,98,95,4
Madhya Pradesh,Seoni,2025,September,2063,234,0
Madhya Pradesh,Seoni,2025,October,836,84,4
Madhya Pradesh,Seoni,2025,November,1322,101,5
Madhya Pradesh,Seoni,2025,December,1337,94,1
Tripura,Sepahijala,2025,July,166,144,15
Tripura,Sepahijala,2025,September,255,132,0
Tripura,Sepahijala,2025,October,189,79,2
Tripura,Sepahijala,2025,November,275,113,10
Tripura,Sepahijala,2025,December,236,109,3
Jharkhand,Seraikela-Kharsawan,2025,September,671,337,3
Jharkhand,Seraikela-Kharsawan,2025,October,444,189,19
Jharkhand,Seraikela-Kharsawan,2025,November,735,286,4
Jharkhand,Seraikela-Kharsawan,2025,December,548,149,4
Jharkhand,Seraikela-kharsawan,2025,September,149,99,0
Jharkhand,Seraikela-kharsawan,2025,October,103,53,0
Jharkhand,Seraikela-kharsawan,2025,November,194,109,0
Jharkhand,Seraikela-kharsawan,2025,December,99,55,0
Mizoram,Serchhip,2025,September,33,7,2
Mizoram,Serchhip,2025,October,20,5,3
Mizoram,Serchhip,2025,November,18,4,1
Mizoram,Serchhip,2025,December,9,0,0
Delhi,Shahdara,2025,April,208,98,13
Delhi,Shahdara,2025,May,66,47,20
Delhi,Shahdara,2025,July,545,239,15
Delhi,Shahdara,2025,September,121,55,8
Delhi,Shahdara,2025,October,45,16,2
Delhi,Shahdara,2025,November,84,36,4
Delhi,Shahdara,2025,December,52,24,2
Madhya Pradesh,Shahdol,2025,September,1270,341,11
Madhya Pradesh,Shahdol,2025,October,766,168,5
Madhya Pradesh,Shahdol,2025,November,915,143,42
Madhya Pradesh,Shahdol,2025,December,1459,176,1
Punjab,Shaheed Bhagat Singh Nagar,2025,September,310,39,1
Punjab,Shaheed Bhagat Singh Nagar,2025,October,124,15,10
Punjab,Shaheed Bhagat Singh Nagar,2025,November,248,36,30
Punjab,Shaheed Bhagat Singh Nagar,2025,December,119,11,3
Uttar Pradesh,Shahjahanpur,2025,April,1402,852,63
Uttar Pradesh,Shahjahanpur,2025,May,1274,987,51
Uttar Pradesh,Shahjahanpur,2025,June,736,918,55
Uttar Pradesh,Shahjahanpur,2025,July,4039,3765,121
Uttar Pradesh,Shahjahanpur,2025,September,1948,1902,57
Uttar Pradesh,Shahjahanpur,2025,October,948,925,28
Uttar Pradesh,Shahjahanpur,2025,November,1520,1161,55
Uttar Pradesh,Shahjahanpur,2025,December,944,523,17
Madhya Pradesh,Shajapur,2025,September,1499,484,8
Madhya Pradesh,Shajapur,2025,October,918,154,4
Madhya Pradesh,Shajapur,2025,November,2048,232,6
Madhya Pradesh,Shajapur,2025,December,1472,200,0
Nagaland,Shamator,2025,September,2,145,9
Nagaland,Shamator,2025,October,1,34,0
Nagaland,Shamator,2025,November,0,23,14
Nagaland,Shamator,2025,December,0,19,0
Uttar Pradesh,Shamli,2025,April,374,151,12
Uttar Pradesh,Shamli,2025,September,1407,833,6
Uttar Pradesh,Shamli,2025,October,1038,506,13
Uttar Pradesh,Shamli,2025,November,1678,754,11
Uttar Pradesh,Shamli,2025,December,1033,369,15
Bihar,Sheikhpura,2025,September,462,761,4
Bihar,Sheikhpura,2025,October,258,505,5
Bihar,Sheikhpura,2025,November,291,391,9
Bihar,Sheikhpura,2025,December,233,277,3
Bihar,Sheikpura,2025,September,4,7,0
Bihar,Sheikpura,2025,October,2,1,0
Bihar,Sheikpura,2025,November,2,8,0
Bihar,Sheikpura,2025,December,3,2,0
Bihar,Sheohar,2025,September,498,334,4
Bihar,Sheohar,2025,October,470,230,1
Bihar,Sheohar,2025,November,498,284,2
Bihar,Sheohar,2025,December,601,336,4
Madhya Pradesh,Sheopur,2025,April,209,163,24
Madhya Pradesh,Sheopur,2025,June,368,430,11
Madhya Pradesh,Sheopur,2025,July,757,969,27
Madhya Pradesh,Sheopur,2025,September,676,718,50
Madhya Pradesh,Sheopur,2025,October,246,172,1
Madhya Pradesh,Sheopur,2025,November,580,398,23
Madhya Pradesh,Sheopur,2025,December,929,476,3
Arunachal Pradesh,Shi-yomi,2025,September,5,0,0
Arunachal Pradesh,Shi-yomi,2025,October,2,5,0
Arunachal Pradesh,Shi-yomi,2025,November,1,15,5
Arunachal Pradesh,Shi-yomi,2025,December,0,2,0
Himachal Pradesh,Shimla,2025,September,374,69,1
Himachal Pradesh,Shimla,2025,October,375,35,10
Himachal Pradesh,Shimla,2025,November,495,36,7
Himachal Pradesh,Shimla,2025,December,244,21,3
Karnataka,Shimoga,2025,September,648,58,0
Karnataka,Shimoga,2025,October,368,25,0
Karnataka,Shimoga,2025,November,560,43,0
Karnataka,Shimoga,2025,December,535,23,0
Karnataka,Shivamogga,2025,September,636,75,0
Karnataka,Shivamogga,2025,October,380,30,16
Karnataka,Shivamogga,2025,November,462,43,23
Karnataka,Shivamogga,2025,December,526,34,4
Madhya Pradesh,Shivpuri,2025,April,499,259,111
Madhya Pradesh,Shivpuri,2025,June,326,430,27
Madhya Pradesh,Shivpuri,2025,July,617,705,42
Madhya Pradesh,Shivpuri,2025,September,2330,1770,17
Madhya Pradesh,Shivpuri,2025,October,574,353,325
Madhya Pradesh,Shivpuri,2025,November,1257,638,206
Madhya Pradesh,Shivpuri,2025,December,1524,712,19
Jammu And Kashmir,Shopian,2025,July,308,84,20
Uttar Pradesh,Shravasti,2025,June,326,564,49
Uttar Pradesh,Shravasti,2025,July,541,1006,49
Uttar Pradesh,Shrawasti,2025,April,207,307,11
Uttar Pradesh,Shrawasti,2025,May,279,445,28
Uttar Pradesh,Shrawasti,2025,September,524,1056,46
Uttar Pradesh,Shrawasti,2025,October,235,429,26
Uttar Pradesh,Shrawasti,2025,November,312,529,30
Uttar Pradesh,Shrawasti,2025,December,259,385,9
Jammu and Kashmir,Shupiyan,2025,September,141,33,1
Jammu and Kashmir,Shupiyan,2025,October,108,27,0
Jammu and Kashmir,Shupiyan,2025,November,108,45,0
Jammu and Kashmir,Shupiyan,2025,December,180,23,0
Arunachal Pradesh,Siang,2025,September,31,43,0
Arunachal Pradesh,Siang,2025,October,4,11,0
Arunachal Pradesh,Siang,2025,November,2,6,4
Arunachal Pradesh,Siang,2025,December,2,0,0
Assam,Sibsagar,2025,April,220,83,276
Assam,Sibsagar,2025,May,95,43,87
Assam,Sibsagar,2025,September,404,129,1
Assam,Sibsagar,2025,October,314,95,190
Assam,Sibsagar,2025,November,419,126,108
Assam,Sibsagar,2025,December,109,38,0
Uttar Pradesh,Siddharth Nagar,2025,June,103,278,12
Uttar Pradesh,Siddharth Nagar,2025,July,1500,2308,140
Uttar Pradesh,Siddharthnagar,2025,April,804,1006,68
Uttar Pradesh,Siddharthnagar,2025,May,603,1073,47
Uttar Pradesh,Siddharthnagar,2025,September,1326,2270,130
Uttar Pradesh,Siddharthnagar,2025,October,541,1348,52
Uttar Pradesh,Siddharthnagar,2025,November,900,1893,68
Uttar Pradesh,Siddharthnagar,2025,December,701,1149,34
Telangana,Siddipet,2025,September,596,49,0
Telangana,Siddipet,2025,October,467,49,0
Telangana,Siddipet,2025,November,430,57,1
Telangana,Siddipet,2025,December,208,19,0
Madhya Pradesh,Sidhi,2025,September,1652,298,4
Madhya Pradesh,Sidhi,2025,October,1391,126,5
Madhya Pradesh,Sidhi,2025,November,1393,119,5
Madhya Pradesh,Sidhi,2025,December,1170,128,1
Rajasthan,Sikar,2025,March,41,36,17
Rajasthan,Sikar,2025,April,251,62,22
Rajasthan,Sikar,2025,July,461,178,11
Rajasthan,Sikar,2025,September,3566,1238,10
Rajasthan,Sikar,2025,October,1092,444,1
Rajasthan,Sikar,2025,November,1717,555,113
Rajasthan,Sikar,2025,December,1035,548,2
Jharkhand,Simdega,2025,September,622,288,0
Jharkhand,Simdega,2025,October,286,97,0
Jharkhand,Simdega,2025,November,353,148,13
Jharkhand,Simdega,2025,December,211,61,0
Maharashtra,Sindhudurg,2025,September,344,21,1
Maharashtra,Sindhudurg,2025,October,211,7,3
Maharashtra,Sindhudurg,2025,November,373,19,15
Maharashtra,Sindhudurg,2025,December,193,12,3
Madhya Pradesh,Singrauli,2025,September,1673,318,7
Madhya Pradesh,Singrauli,2025,October,1315,207,0
Madhya Pradesh,Singrauli,2025,November,1289,188,4
Madhya Pradesh,Singrauli,2025,December,1392,146,11
Himachal Pradesh,Sirmaur,2025,September,480,30,2
Himachal Pradesh,Sirmaur,2025,October,289,13,2
Himachal Pradesh,Sirmaur,2025,November,498,11,2
Himachal Pradesh,Sirmaur,2025,December,243,13,1
Rajasthan,Sirohi,2025,April,349,210,67
Rajasthan,Sirohi,2025,May,246,301,10
Rajasthan,Sirohi,2025,June,216,289,28
Rajasthan,Sirohi,2025,July,1174,1471,72
Rajasthan,Sirohi,2025,September,1471,1084,7
Rajasthan,Sirohi,2025,October,508,420,17
Rajasthan,Sirohi,2025,November,896,585,160
Rajasthan,Sirohi,2025,December,640,493,18
Haryana,Sirsa,2025,September,811,66,0
Haryana,Sirsa,2025,October,684,45,0
Haryana,Sirsa,2025,November,974,53,2
Haryana,Sirsa,2025,December,666,34,0
Bihar,Sitamarhi,2025,March,336,696,303
Bihar,Sitamarhi,2025,April,2452,1625,487
Bihar,Sitamarhi,2025,May,2961,2387,348
Bihar,Sitamarhi,2025,June,2839,3126,511
Bihar,Sitamarhi,2025,July,3852,4519,746
Bihar,Sitamarhi,2025,September,2426,2048,127
Bihar,Sitamarhi,2025,October,1814,1317,62
Bihar,Sitamarhi,2025,November,2063,1701,86
Bihar,Sitamarhi,2025,December,1936,1437,27
Uttar Pradesh,Sitapur,2025,April,1928,1053,87
Uttar Pradesh,Sitapur,2025,May,802,540,31
Uttar Pradesh,Sitapur,2025,June,998,1134,87
Uttar Pradesh,Sitapur,2025,July,4236,3712,168
Uttar Pradesh,Sitapur,2025,September,3166,3284,102
Uttar Pradesh,Sitapur,2025,October,1306,1262,107
Uttar Pradesh,Sitapur,2025,November,2013,1695,131
Uttar Pradesh,Sitapur,2025,December,1788,1189,35
Tamil Nadu,Sivaganga,2025,June,70,13,10
Tamil Nadu,Sivaganga,2025,September,1314,168,0
Tamil Nadu,Sivaganga,2025,October,687,118,0
Tamil Nadu,Sivaganga,2025,November,1027,312,9
Tamil Nadu,Sivaganga,2025,December,642,74,2
Assam,Sivasagar,2025,June,37,33,10
Assam,Sivasagar,2025,July,167,80,95
Bihar,Siwan,2025,May,269,384,12
Bihar,Siwan,2025,June,185,298,21
Bihar,Siwan,2025,July,192,414,12
Bihar,Siwan,2025,September,1652,2631,14
Bihar,Siwan,2025,October,1327,1856,42
Bihar,Siwan,2025,November,1492,2104,30
Bihar,Siwan,2025,December,1032,1338,6
Himachal Pradesh,Solan,2025,September,303,29,0
Himachal Pradesh,Solan,2025,October,246,16,2
Himachal Pradesh,Solan,2025,November,372,12,1
Himachal Pradesh,Solan,2025,December,184,8,3
Maharashtra,Solapur,2025,April,548,67,45
Maharashtra,Solapur,2025,May,473,97,51
Maharashtra,Solapur,2025,July,355,172,34
Maharashtra,Solapur,2025,September,2315,1054,20
Maharashtra,Solapur,2025,October,1528,330,20
Maharashtra,Solapur,2025,November,2258,454,50
Maharashtra,Solapur,2025,December,2060,321,40
Odisha,Sonapur,2025,September,624,112,0
Orissa,Sonapur,2025,September,9,0,0
Odisha,Sonapur,2025,October,238,35,0
Orissa,Sonapur,2025,October,4,0,0
Odisha,Sonapur,2025,November,230,48,0
Orissa,Sonapur,2025,November,4,0,0
Odisha,Sonapur,2025,December,174,26,1
Orissa,Sonapur,2025,December,5,0,0
Uttar Pradesh,Sonbhadra,2025,September,1322,963,5
Uttar Pradesh,Sonbhadra,2025,October,441,289,4
Uttar Pradesh,Sonbhadra,2025,November,724,506,4
Uttar Pradesh,Sonbhadra,2025,December,511,265,0
Haryana,Sonipat,2025,June,360,46,23
Haryana,Sonipat,2025,September,1190,74,6
Haryana,Sonipat,2025,October,795,43,4
Haryana,Sonipat,2025,November,1241,74,3
Haryana,Sonipat,2025,December,728,31,1
Assam,Sonitpur,2025,March,10,28,43
Assam,Sonitpur,2025,April,138,169,65
Assam,Sonitpur,2025,May,55,160,38
Assam,Sonitpur,2025,June,97,110,77
Assam,Sonitpur,2025,July,641,279,110
Assam,Sonitpur,2025,September,1544,712,2
Assam,Sonitpur,2025,October,1080,467,5
Assam,Sonitpur,2025,November,1192,505,161
Assam,Sonitpur,2025,December,744,293,472
Sikkim,South,2025,September,45,58,1
Sikkim,South,2025,October,11,22,0
Sikkim,South,2025,November,29,25,0
Sikkim,South,2025,December,3,3,0
West Bengal,South 24 Pargana,2025,October,1,0,0
West Bengal,South 24 Pargana,2025,December,0,1,0
West Bengal,South 24 Parganas,2025,September,6981,2419,59
West Bengal,South 24 Parganas,2025,October,7486,2338,14
West Bengal,South 24 Parganas,2025,November,6570,2258,10
West Bengal,South 24 Parganas,2025,December,4002,1182,221
West Bengal,South 24 parganas,2025,October,2,0,0
Andaman & Nicobar Islands,South Andaman,2025,September,15,0,0
Andaman and Nicobar Islands,South Andaman,2025,September,54,4,0
Andaman & Nicobar Islands,South Andaman,2025,October,7,0,0
Andaman and Nicobar Islands,South Andaman,2025,October,26,3,0
Andaman & Nicobar Islands,South Andaman,2025,November,8,0,0
Andaman and Nicobar Islands,South Andaman,2025,November,45,3,0
Andaman & Nicobar Islands,South Andaman,2025,December,8,0,0
Andaman and Nicobar Islands,South Andaman,2025,December,53,2,0
Delhi,South Delhi,2025,April,404,137,22
Delhi,South Delhi,2025,May,217,88,28
Delhi,South Delhi,2025,June,619,249,43
Delhi,South Delhi,2025,July,794,321,139
Delhi,South Delhi,2025,September,2445,761,73
Delhi,South Delhi,2025,October,1599,382,32
Delhi,South Delhi,2025,November,2345,557,90
Delhi,South Delhi,2025,December,1715,285,50
West Bengal,South Dinajpur,2025,September,166,23,0
West Bengal,South Dinajpur,2025,October,80,24,0
West Bengal,South Dinajpur,2025,November,77,17,0
West Bengal,South Dinajpur,2025,December,52,7,0
Delhi,South East Delhi,2025,September,12,4,1
Delhi,South East Delhi,2025,October,3,3,1
Delhi,South East Delhi,2025,November,18,1,3
Delhi,South East Delhi,2025,December,13,1,0
Meghalaya,South Garo Hills,2025,April,231,820,367
Meghalaya,South Garo Hills,2025,May,105,388,192
Meghalaya,South Garo Hills,2025,June,42,197,312
Meghalaya,South Garo Hills,2025,July,44,206,236
Meghalaya,South Garo Hills,2025,September,81,486,166
Meghalaya,South Garo Hills,2025,October,29,206,14
Meghalaya,South Garo Hills,2025,November,35,107,159
Meghalaya,South Garo Hills,2025,December,1,17,0
Goa,South Goa,2025,September,282,41,34
Goa,South Goa,2025,October,159,24,4
Goa,South Goa,2025,November,256,31,20
Goa,South Goa,2025,December,108,12,6
Assam,South Salmara Mankachar,2025,April,176,102,30
Assam,South Salmara Mankachar,2025,September,364,114,2
Assam,South Salmara Mankachar,2025,October,207,48,0
Assam,South Salmara Mankachar,2025,November,216,76,14
Assam,South Salmara Mankachar,2025,December,99,24,0
Sikkim,South Sikkim,2025,April,15,23,11
Sikkim,South Sikkim,2025,July,100,147,13
Sikkim,South Sikkim,2025,September,32,38,0
Sikkim,South Sikkim,2025,October,9,18,1
Sikkim,South Sikkim,2025,November,26,18,0
Sikkim,South Sikkim,2025,December,5,3,0
Tripura,South Tripura,2025,September,416,256,0
Tripura,South Tripura,2025,October,227,152,0
Tripura,South Tripura,2025,November,353,268,4
Tripura,South Tripura,2025,December,352,128,2
West Bengal,South Twenty Four Parganas,2025,September,797,316,3
West Bengal,South Twenty Four Parganas,2025,October,913,325,1
West Bengal,South Twenty Four Parganas,2025,November,892,351,0
West Bengal,South Twenty Four Parganas,2025,December,376,133,0
Delhi,South West Delhi,2025,April,558,209,58
Delhi,South West Delhi,2025,May,448,188,48
Delhi,South West Delhi,2025,June,202,90,29
Delhi,South West Delhi,2025,July,468,207,29
Delhi,South West Delhi,2025,September,1772,505,64
Delhi,South West Delhi,2025,October,995,225,35
Delhi,South West Delhi,2025,November,1363,329,62
Delhi,South West Delhi,2025,December,1145,192,34
Meghalaya,South West Garo Hills,2025,April,991,610,174
Meghalaya,South West Garo Hills,2025,May,392,240,167
Meghalaya,South West Garo Hills,2025,June,264,209,145
Meghalaya,South West Garo Hills,2025,July,370,272,173
Meghalaya,South West Garo Hills,2025,September,223,176,104
Meghalaya,South West Garo Hills,2025,October,88,76,42
Meghalaya,South West Garo Hills,2025,November,76,61,59
Meghalaya,South West Garo Hills,2025,December,13,12,19
Meghalaya,South West Khasi Hills,2025,April,241,535,212
Meghalaya,South West Khasi Hills,2025,May,135,192,200
Meghalaya,South West Khasi Hills,2025,June,54,184,146
Meghalaya,South West Khasi Hills,2025,July,137,283,326
Meghalaya,South West Khasi Hills,2025,September,55,86,109
Meghalaya,South West Khasi Hills,2025,October,45,78,49
Meghalaya,South West Khasi Hills,2025,November,112,158,60
Meghalaya,South West Khasi Hills,2025,December,10,27,12
Andhra Pradesh,Spsr Nellore,2025,March,43,44,29
Andhra Pradesh,Spsr Nellore,2025,June,742,405,201
Andhra Pradesh,Spsr Nellore,2025,July,382,264,73
Punjab,Sri Muktsar Sahib,2025,September,515,62,0
Punjab,Sri Muktsar Sahib,2025,October,162,25,0
Punjab,Sri Muktsar Sahib,2025,November,310,43,6
Punjab,Sri Muktsar Sahib,2025,December,170,20,2
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,September,251,224,83
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,October,128,134,70
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,November,195,187,103
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,December,115,77,47
Andhra Pradesh,Sri Sathya Sai,2025,September,240,14,9
Andhra Pradesh,Sri Sathya Sai,2025,October,200,9,1
Andhra Pradesh,Sri Sathya Sai,2025,November,239,13,3
Andhra Pradesh,Sri Sathya Sai,2025,December,200,4,6
Assam,Sribhumi,2025,September,32,14,0
Assam,Sribhumi,2025,October,20,5,1
Assam,Sribhumi,2025,November,43,14,10
Assam,Sribhumi,2025,December,20,10,0
Andhra Pradesh,Srikakulam,2025,September,1339,53,5
Andhra Pradesh,Srikakulam,2025,October,861,34,1
Andhra Pradesh,Srikakulam,2025,November,1185,34,0
Andhra Pradesh,Srikakulam,2025,December,772,14,2
Jammu & Kashmir,Srinagar,2025,September,0,1,0
Jammu and Kashmir,Srinagar,2025,September,1011,82,1
Jammu and Kashmir,Srinagar,2025,October,653,66,33
Jammu & Kashmir,Srinagar,2025,November,1,0,0
Jammu and Kashmir,Srinagar,2025,November,685,80,87
Jammu & Kashmir,Srinagar,2025,December,1,0,0
Jammu and Kashmir,Srinagar,2025,December,502,42,14
Odisha,Subarnapur,2025,September,166,30,0
Orissa,Subarnapur,2025,September,2,0,0
Odisha,Subarnapur,2025,October,67,14,0
Orissa,Subarnapur,2025,October,3,0,0
Odisha,Subarnapur,2025,November,63,10,0
Orissa,Subarnapur,2025,November,1,0,0
Odisha,Subarnapur,2025,December,43,6,0
Chhattisgarh,Sukma,2025,April,267,69,45
Chhattisgarh,Sukma,2025,May,178,55,19
Chhattisgarh,Sukma,2025,July,151,178,34
Chhattisgarh,Sukma,2025,September,146,150,11
Chhattisgarh,Sukma,2025,October,120,79,0
Chhattisgarh,Sukma,2025,November,140,109,3
Chhattisgarh,Sukma,2025,December,254,164,7
Uttar Pradesh,Sultanpur,2025,April,262,195,23
Uttar Pradesh,Sultanpur,2025,May,209,205,10
Uttar Pradesh,Sultanpur,2025,June,130,223,10
Uttar Pradesh,Sultanpur,2025,July,471,652,41
Uttar Pradesh,Sultanpur,2025,September,1472,2058,15
Uttar Pradesh,Sultanpur,2025,October,1018,1037,23
Uttar Pradesh,Sultanpur,2025,November,1199,947,9
Uttar Pradesh,Sultanpur,2025,December,704,520,1
Odisha,Sundargarh,2025,September,200,47,0
Orissa,Sundargarh,2025,September,42,6,0
Odisha,Sundargarh,2025,October,86,21,0
Orissa,Sundargarh,2025,October,29,4,0
Odisha,Sundargarh,2025,November,112,23,0
Orissa,Sundargarh,2025,November,29,7,0
Odisha,Sundargarh,2025,December,88,14,0
Orissa,Sundargarh,2025,December,21,1,0
Odisha,Sundergarh,2025,September,1504,302,8
Orissa,Sundergarh,2025,September,0,1,0
Odisha,Sundergarh,2025,October,608,123,6
Odisha,Sundergarh,2025,November,633,127,1
Odisha,Sundergarh,2025,December,596,88,4
Bihar,Supaul,2025,September,1425,1155,54
Bihar,Supaul,2025,October,1698,1275,46
Bihar,Supaul,2025,November,1387,1216,34
Bihar,Supaul,2025,December,1181,917,23
Chhattisgarh,Surajpur,2025,September,823,177,2
Chhattisgarh,Surajpur,2025,October,450,136,0
Chhattisgarh,Surajpur,2025,November,493,236,1
Chhattisgarh,Surajpur,2025,December,484,171,4
Gujarat,Surat,2025,April,2932,976,280
Gujarat,Surat,2025,May,1396,542,48
Gujarat,Surat,2025,July,2694,1581,81
Gujarat,Surat,2025,September,3848,1392,39
Gujarat,Surat,2025,October,1371,441,68
Gujarat,Surat,2025,November,4025,1000,80
Gujarat,Surat,2025,December,2146,467,62
Gujarat,Surendra Nagar,2025,April,436,159,91
Gujarat,Surendra Nagar,2025,July,250,172,21
Gujarat,Surendra Nagar,2025,September,1681,725,55
Gujarat,Surendra Nagar,2025,October,564,172,63
Gujarat,Surendra Nagar,2025,November,1079,289,62
Gujarat,Surendra Nagar,2025,December,843,148,45
Gujarat,Surendranagar,2025,July,658,574,78
Gujarat,Surendranagar,2025,September,42,6,0
Gujarat,Surendranagar,2025,October,14,2,0
Gujarat,Surendranagar,2025,November,31,8,0
Gujarat,Surendranagar,2025,December,26,3,0
Chhattisgarh,Surguja,2025,September,1128,225,0
Chhattisgarh,Surguja,2025,October,517,96,0
Chhattisgarh,Surguja,2025,November,658,223,11
Chhattisgarh,Surguja,2025,December,563,135,0
Telangana,Suryapet,2025,September,641,137,0
Telangana,Suryapet,2025,October,480,79,1
Telangana,Suryapet,2025,November,424,60,1
Telangana,Suryapet,2025,December,198,21,0
Manipur,Tamenglong,2025,September,81,200,2
Manipur,Tamenglong,2025,October,78,175,16
Manipur,Tamenglong,2025,November,94,163,11
Manipur,Tamenglong,2025,December,44,96,0
Assam,Tamulpur District,2025,September,4,11,0
Assam,Tamulpur District,2025,October,8,5,0
